label,ann_ret,ann_vol,sharpe,sortino,max_dd,calmar,win_rate,n
Strategy,0.04147500834587274,0.06622804026990955,0.6262454419131702,0.7666815806214934,-0.10367987030087936,0.4000295161009762,0.1870967741935484,155
Buy & Hold WEAT,-0.08979246307507326,0.24070729185022594,-0.373035907574185,-0.6217966217099652,-0.8052081331774337,-0.111514600232294,0.45161290322580644,155
